Item Code,Description,,U/M
050-100400,"BOLT  HCS 1""-8 X 4.00"" 18-8",,EA
050-100450,"BOLT  HCS 1""-8 X 4.50"" 18-8",,EA
050-100500,"BOLT  HCS 1""-8 X 5.00"" 18-8",,EA
050-100550,"BOLT  HCS 1""-8 X 5.50"" 18-8",,EA
050-101000,"HHCS 5/8""-11 x 3.00"" LG 18-8",,EA
050-101099,"HHCS 3/4""-10 x 2.00"" LG 18-8",,EA
050-101111,OBSOLETE SEE REMARKS,,EA
050-101316,"HHCS 3/4""-10 x 3.00"" LG 316SS",,EA
050-101540,HEX FLANGE BOLT 10MMx1.5 40MM LG  G5,,EA
050-102000,"HHCS 1/4""-20 x 2.00"" LG 18-8",,EA
050-102222,OBSOLETE SEE REMARKS,,EA
050-102223,OBSOLETE SEE REMARKS,,EA
050-103100,"HHCS 7/8""-9 x 2.50"" LG 18-8",,EA
050-105000,"SHCS 1/4""-28 x 1.50"" LG STL",,EA
050-105001,"SHCS 1/4""-20 X 1.00"" LG ALLOY",,EA
050-105002,"SHCS 1/4""-20 X 1.50"" LG ALLOY",,EA
050-105003,"SHCS 1/4""-20 X 2.00"" LG ALLOY",,EA
050-105004,"SHCS 1/4""-20 X 2.50"" LG ALLOY",,EA
050-105005,"SHCS 1/4""-20 X 3.00"" LG ALLOY",,EA
050-105006,"SHCS 3/8""-16 X 1.00"" LG ALLOY",,EA
050-105007,"SHCS 3/8""-16 X 1.50"" LG ALLOY",,EA
050-105008,"SHCS 3/8""-16 X 2.00"" LG ALLOY",,EA
050-105009,"SHCS 3/8""-16 X 2.50"" LG ALLOY",,EA
050-105010,"SHCS 3/8""-16 X 3.00"" LG ALLOY",,EA
050-105011,"SHCS 1/4""-20 X 1.00"" LG 316L",,EA
050-105020,"SHCS 3/8""-24 X 3.00"" LG 18-8",,EA
050-105050,BOLT SHCS 1/2-13 x 1-1/2 ALLOY,,EA
050-106000,"SHCS 10-32 X 0.50"" LG STL",,EA
050-107000,BOLT CSFH 3/8 USS x 3L 18-8,,EA
050-107100,"HHCS 3/8""-24 X 2.00"" LG I625",,EA
050-107200,NUT INCO625 3/8X24 DIST SELFLO,,EA
050-108000,"HHCS 1/2""-13 X 1.50"" LG 18-8",,EA
050-109000,"HHCS 1/2""-13 X 1.75"" LG 18-8",,EA
050-109001,"HHCS 1/2""-13 X 1.75"" LG 316L",,EA
050-110000,"HHCS 3/8""-16 X 1.50"" LG 18-8",,EA
050-111000,"HHCS 3/8""-24 X 1.75"" LG L-9",,EA
050-112000,"HHCS 1/4""-20 X 1.25"" LG I625",,EA
050-113000,"BOLT-MS .25X 1"" L X 28TPI INCO",,EA
050-113350,"BOLT HCS 1-1/8""-7 X 3.50"" 18-8",,EA
050-113400,"BOLT HCS 1-1/8""-7 X 4.00"" 18-8",,EA
050-113450,"BOLT HCS 1-1/8""-7 X 4.50"" 18-8",,EA
050-113500,"BOLT HCS 1-1/8""-7 X 5.00"" 18-8",,EA
050-113550,"BOLT HCS 1-1/8""-7 X 5.50"" 18-8",,EA
050-113600,"BOLT HCS 1-1/8""-7 X 6.00"" 18-8",,EA
050-114000,"HHCS 1/2""-13 X 1.00"" LG 18-8",,EA
050-115000,"HHCS .5/8""-11 X 3.50"" LG 18-8",,EA
050-116000,"BOLT HCS 3/8""-16 X 1.25"" LG 18-8",,EA
050-117000,OBSOLETE SEE REMARKS,,EA
050-118000,"HHCS 3/8""-16 X 3.00"" LG I600",,EA
050-120001,"HHCS 3/8""-24 x 1.50"" LG I600",,EA
050-121000,"HHCS 3/8""-16 X 1.25"" LG I600",,EA
050-122000,"HHCS 1/4""-20 X 2.00"" LG I600",,EA
050-122201,"HHCS 3/8""-16 x 2.25"" LG GR B16",,EA
050-122202,"HHCS 3/8""-16 x 3.25"" LG GR B16",,EA
050-122203,"HHCS 3/8""-16 x 2.88"" LG GR B16",,EA
050-122204,"HHCS 3/8""-16 x 2.75""LG GR B16",,EA
050-122205,"HHCS 1-1/8""-7 X 3.00""LG GR B16",,EA
050-122209,"HHCS 1-1/4""-7 X 3.00""LG GR B16",,EA
050-122213,"HHCS 1-1/4""-7 X 3.50""LG GR B16",,EA
050-122214,"HHCS 3/4-10 X 3.25""LG A193 B16",,EA
050-122215,"HHCS 3/8""-16 x 2.75"" LG GR B16",,EA
050-122218,"HHCS 1-1/4""-8 X 4.00""LG GR B16",,EA
050-122235,"1-1/8-8 X 3.50""LG GR B16",,EA
050-123000,"HHCS 3/8""-16 X 2.25"" LG I600",,EA
050-124000,"HHCS 5/8""-18 x 2.50"" LG 18-8",,EA
050-125000,"HHFB 5/16""-18 x 0.75"" LG G-8",,EA
050-125350,"BOLT HHCS 1-1/4""-7 X 3.50"" 18-8",,EA
050-125400,"BOLT HCS 1-1/4""-7 X 4.00"" 18-8",,EA
050-125450,"BOLT HCS 1-1/4""-7 X 4.50"" 18-8",,EA
050-125500,"BOLT HCS 1-1/4""-7 X 5.00"" 18-8",,EA
050-125550,"BOLT HCS 1-1/4""-7 X 5.50"" 18-8",,EA
050-125600,"BOLT HCS 1-1/4""-7 X 6.00"" 18-8",,EA
050-125650,"BOLT HCS 1-1/4""-7 X 6.50"" 18-8",,EA
050-126000,OBSOLETE,,EA
050-127000,"HHFB 3/8""-16 x 0.75"" LG G-8",,EA
050-128000,BOLT HHFB 3/8-16 x 1 G-8,,EA
050-129000,BOLT HHCS M8X1.25 20MM L 18-8,,EA
050-130000,BOLT-MS 1/4-28 x 1-1/4 INCO,,EA
050-131000,SCREW MACH 6-32 X 0.25L 18-8,,EA
050-132000,"HHCS 1/4""-28 X 2.25"" LG I600",,EA
050-133000,"HHCS 1/2""-13 X 3.50"" LG 18-8",,EA
050-140000,MACHINE SCREWS 6/32 X 1/2,,EA
050-150001,"HHCS 1/2""-13 X 2.50 LG GRADE 8",,EA
050-444000,BOLT HEX M8 X 1.25 X 25MM LG,,EA
050-516125,5/16-18 x 1.25 LG BOLT SS,,EA
051-001000,DO NOT USE - USE ITEM# 051-003000,,EA
051-002000,NUT HEX STOVER 3/8-24 G8,,EA
051-002222,NUT STOVER 3/8-16,,EA
051-003000,NUT HEX 5/8-11 18-8,,EA
051-004000,NUT HEX NYLOCK 5/8-11 18-8,,EA
051-004500,"NUT JAM 5/8""-11 18-8 SS",,EA
051-012175,NUT HEX  M12-1.75 18-8,,EA
051-013000,NUT HEX NYLOCK 1/4-20 18-8,,EA
051-014000,NUT HEX 1/4 -20USS 18-8,,EA
051-014100,NUT HEX 1/2-13 18-8,,EA
051-014316,NUT HEX 1/2-13 316SS,,EA
051-014999,NUT HEX 1/4-28 I625,,EA
051-015000,NUT HEX NYLOCK 3/8-16 18-8,,EA
051-016000,NUT HEX NYLOCK 5/16-USS 18-8,,EA
051-017000,NUT HEX 5/16-USS 18-8,,EA
051-017001,"WASHER LOCK 5/16"" S/S",,EA
051-018000,LOCK NUT 3/8 NYLON INSERT 18-8,,EA
051-019000,NUT HEX 3/8-24 USS 18-8,,EA
051-019316,NUT HEX 3/8-16USS 316SS,,EA
051-019999,NUT HEX 1/2-20 18-8,,EA
051-020000,NUT HEX ACORN 1/4-20 18-8,,EA
051-021000,NUT HEX NYLOCK 1/2-13 18-8,,EA
051-021100,NIL,,EA
051-021902,"NUT HEX JAM 1/2""-20 316",,EA
051-021903,"WASHER FLAT 1/2"" 316",,EA
051-021904,"WASHER LOCK 1/2"" 316",,EA
051-021905,NUT HEX 1/2-20 316,,EA
051-021907,"WASHER LOCK 3/8"" 316",,EA
051-021908,OBSOLETE,,EA
051-021909,NUT HEX 3/8-16 316,,EA
051-021910,"LOCKNUT EXPANDING 3/8""-16 18-8",,EA
051-021911,"WASHER FLAT 1/4"" 316SS",,EA
051-021912,"LOCKNUT EXPANDING 1/4""-20 18-8",,EA
051-022000,NUT HEX NYLOCK 3/4-10 18-8,,EA
051-022100,NUT NYLOCK 3/4-10 18-8,,EA
051-022222,NUT HEX 3/4-10 18-8,,EA
051-022316,NUT HEX 3/4-10 316SS,,EA
051-023000,DO NOT USE. USE 051-004000 INSTEAD. NUT HEX NYLOCK 5/8-11 18-8,,EA
051-023100,NUT HEX NYLOCK 5/8-18 18-8,,EA
051-023200,NUT HEX 7/8-9 18-8,,EA
051-023222,"NUT HEX 1""-8 18-8",,EA
051-023316,NUT HEX 7/8-9 316SS,,EA
051-024000,NUT HEX 10M X 40M G8,,EA
051-025000,NUT HEX NYLOCK 3/8-24 18-8,,EA
051-026000,WELD NUT  HASTALLOY MS 21048-4,,EA
051-027000,"NUT 1/4""-28 SELF LOCK INCO600",,EA
051-027100,NUT HEX 1/4-28 INCO600,,EA
051-027777,NUT HEX 1/4-28 18-8,,EA
051-028000,NUT HEX 3/8-16 18-8SS,,EA
051-029000,NUT HEX 3/8-24 X-DRILLED I600,,EA
051-029100,NUT HEX 3/8-24 I-600,,EA
051-029111,NUT LOCK 3/8-24 I-625,,EA
051-0291111,NUT LOCK 3/8-24 SAE INCO-625,,EA
051-030000,WASHER FLAT #6 18-8,,EA
051-031000,WASHER LOCK #6 18-8,,EA
051-033000,NUT FLEX-LOK 8MX1.25M HI-TEMP,,EA
051-033100,HEX NUT M10-1.5 18-8,,EA
051-033333,"NUT HEX 1 1/8""-7 USS 18-8",,EA
051-033334,"NUT HEX 1 1/4""-7 USS 18-8",,EA
051-033444,"NUT HEX 1 1/4""-7 USS 18-8",,EA
051-0381607,NUT HEX 3/8-16  B7,,EA
051-040881,,,EA
051-066450,"HHCS  5/8""-11 X 4.50"" 316L",,EA
051-090001,NUT HEX 12-24 18-8,,EA
051-122202,NUT HEX 3/8-16 ASTM A194 G4,,EA
051-122203,JAM NUT HEX 3/8-16 ASTM A194 G7,,EA
051-122204,LOCK NUT 3/8-16 2H  A194 G,,EA
051-122206,"NUT HEX 1-1/8""-8UN GR7 A194",,EA
051-122210,"NUT HEX 1 1/4""-8UN A194 GR 7",,EA
051-122215,HEX NUT  3/4-10 A194 GR7,,EA
051-150001,"NUT HEX 1/2""-13 GRADE 8",,EA
051-150002,"NUT JAM 1/2""-13 GRADE 8",,EA
052-000100,"WASHER PHENOLIC 1.00""",,EA
052-001000,WASHER FLAT 3/8 USS L9,,EA
052-001100,WASHER FLAT 5/8 SAE L-9,,EA
052-002100,BOLT #6-32X.25L PAN HD-PHILLIP,,EA
052-004000,WASHER LOCK 5/8-USS 18-8,,EA
052-004100,WASHER FLAT 7/8 18-8,,EA
052-004316,WASHER FLAT 7/8 316SS,,EA
052-004444,"WASHER FLAT 1 1/8"" USS 18-8",,EA
052-004455,"WASHER FLAT 1 1/4"" USS 18-8",,EA
052-004555,"WASHER FLAT 1"" 18-8",,EA
052-005000,WASHER FLAT 5/8-USS 18-8,,EA
052-006000,WASHER FENDER 5/8x2-5/8 OD 188,,EA
052-007000,,,EA
052-009000,WASHER LOCK .44 SAE L9,,EA
052-010000,WASHER FLAT 1/2 USS 18-8,,EA
052-010316,WASHER FLAT 1/2 SAE 316SS,,EA
052-011000,WASHER FLAT 7/8 SAE L9,,EA
052-011112,WASHER FLAT 1/2 SAE G8,,EA
052-012000,WASHER FLAT 7/8 SAE G8,,EA
052-013000,WASHER FLAT 3/4 SAE L9,,EA
052-013100,WASHER FLAT 3/4 18-8,,EA
052-013316,WASHER FLAT 3/4 316SS,,EA
052-014000,WASHER FLAT 1/4 USS 18-8,,EA
052-015000,WASHER FLAT .44 SAE L9,,EA
052-016000,WASHER FLAT 3/8-USS 18-8SS,,EA
052-016316,WASHER FLAT 3/8-SAE 316SS,,EA
052-016718,"SPRING WASHER 3/8""INCO",,EA
052-016999,OBSOLETE,,EA
052-017000,WASHER LOCK 3/8  18-8SS,,EA
052-017100,WASHER LOCK 3/8 INCO 600,,EA
052-017200,DISC-USE 052-017000,,EA
052-017316,WASHER LOCK 3/8-SAE 316SS,,EA
052-018000,WASHER LOCK 1/2 USS 18-8,,EA
052-018316,WASHER LOCK 1/2 USS 316SS,,EA
052-019000,OBSOLETE - USE PART# 052-010000,,EA
052-019999,WASHER FLAT 7/16 [USS] G8,,EA
052-020000,WASHER LOCK 3/4 USS 18-8,,EA
052-020316,WASHER LOCK 3/4 USS 316SS,,EA
052-021000,WASHER FLAT .31 USS 18-8,,EA
052-021100,WASHER LOCK 7/8 18-8,,EA
052-021111,WASHER FLAT 7/8 USS G8,,EA
052-021122,OBSOLETE- USE 052-021100,,EA
052-021222,"WASHER LOCK 1"" 18-8",,EA
052-021316,"LOCK WASHER 7/8"" 316SS",,EA
052-021913,HHCS 3/8-16 UNC CLS2A 1-1/8 LG,,EA
052-021914,"HHCS 3/8-16 UNC CLS2A 1-1/2""LG",,EA
052-021915,HHCS 1/4-20 UNC CLS2A 3/4 LG,,EA
052-021916,"HHCS 3/8-16 UNC CLS2A  1/2"" LG",,EA
052-021917,HHCS 3/8-16 INC CLS2A 1-1/4 LG,,EA
052-021918,"HHCS 1/4-20 UNC CLS2A 3/4"" LG",,EA
052-021919,HHCS 1/4-20 UNC CLS2A 1-1/4 LG,,EA
052-021920,THREADED INSERT 18-8SS,,EA
052-022222,WASHER FLAT 3/4 SAE G8,,EA
052-023000,WASHER LOCK 10M G8,,EA
052-024000,WASHER LOCK 1/4-USS 18-8,,EA
052-024100,DO NOT USE - USE 052-024000,,EA
052-025000,"WASHER FLAT 1/4""SAE INCO600",,EA
052-026000,OBSOLETE,,EA
052-027000,"WASHER FENDER 3/8 x 2""  18-8",,EA
052-027015,WASHER FENDER 5/8x1.75 18-8,,EA
052-028000,WASHER FLAT 3/8 I600,,EA
052-029000,WASHER FLAT M8 18-8SS,,EA
052-030000,"WASHER LOCK 1/4"" SAE INCO600",,EA
052-031000,WASHER LOCK M8 18-8 SS,,EA
052-032333,"WASHER LOCK 1 1/8"" USS 18-8",,EA
052-032334,"WASHER LOCK 1 1/4"" USS 18-8",,EA
052-032401,TUBE POLYEHYLENE 7/8IDX.03WALL,,FT
052-032402,"WASHER PHENOLIC 7/8""",,EA
052-032403,BUSHING  ISO 7/8 ID .030 WALL,,EA
052-038000,"WASHER PHENOLIC 3/8""",,EA
052-040000,WASHER FLAT 10MM 18-8,,EA
052-050000,WASHER LOCK 10MM  18-8,,EA
052-050718,1/2” SPRING LOADED WASHERS INCO,,EA
052-063000,"WASHER PHENOLIC 5/8""",,EA
052-066316,NUT HEX 5/8-11 316L,,EA
052-075000,"WASHER PHENOLIC 3/4""",,EA
052-076000,"WASHER PHENOLIC 1 1/8""",,EA
052-090001,WASHER LOCK #12 18-8,,EA
052-122203,WASHER FLAT 3/8-SAE F436,,EA
052-122204,WASHER LOCK 3/8-SAE GR8 YELLOW,,EA
052-122207,"WASHER FLAT 1 1/8"" USS F436",,EA
052-122208,"WASHER LOCK 1 1/8""USS GR8PLAIN",,EA
052-122211,"WASHER FLAT 1 1/4"" USS F436",,EA
052-122212,"WASHER LOCK 1 1/4""USS GR8PLAIN",,EA
052-122216,"WASHER FLAT  3/4"" F436",,EA
052-122217,"LOCK WASHER  3/4"" GR 8 PLAIN",,EA
052-150001,"WASHER FLAT 1/2"" GRADE 8",,EA
052-150002,"WASHER LOCK 1/2"" STEEL",,EA
052-150003,"WASHER  FLANGE 1/2""",,EA
052-555000,HEAVY WASHER FLAT 8MM,,EA
053-001000,"STUD 3/8""USS/SAE 2""L STEEL",,EA
053-001100,STUD 3/8 USS/SAE 1-3/4L STEEL,,EA
053-002000,"THREAD BAR 5/8 304 SS X 5"" L",,FT
053-002100,"THREAD BAR 1/2"" CORSE THREAD",,FT
053-002200,THREAD BAR M12-1.75,,EA
053-003000,"THREAD STUD 5/8-11 USS X 8""L 304 S",,EA
053-003100,"THREAD STUD 5/8-11 X 10""L 304SS",,EA
053-003800,3/8  THREADED ROD 18-8,,FT
053-004000,"THREAD BAR 5/8"" USS 12"" SS",,EA
053-004100,THREAD BAR 1/4 S/S,,FT
053-005000,"COTTER PIN 1/16"" DIA X 3/4L SS",,EA
053-007000,THERMOCOUPLE CONNECTOR DEUTZ,,EA
053-008000,"ISO TUBE 3/8"" ID X .030 THICK",,FT
053-009000,"WASHER PHENOLIC 1/2 """,,EA
053-009100,OBSOLETE,,EA
053-010000,TEMP ALARM SWITCH  180F- N.O.,,EA
053-011000,"TEMP SWITCH 60""BERT 32VDC 605",,EA
053-012000,COMPRESSION FTG STD THERMOCPL,,EA
053-013000,"BUSHING 3/8""IPS S40 X 1.5""L SS",,EA
053-014000,TEMP ALARM SWITCH 250 F,,EA
053-020000,TEMP ALARM SWITCH 180F - N.C.,,EA
053-066316,WASHER FLAT 5/8 316L,,EA
054-001000,"BUSHING REDUCER 1""X1/2"" NPT SS",,EA
054-0100000,"Phenolic Tube 1.00""",,FT
054-038000,"Phenolic Tube 3/8""",,FT
054-063000,"Phenolic Tube 5/8""",,FT
054-066316,WASHER LOCK 5/8 316L,,EA
054-075000,"Phenolic Tube 3/4""",,FT
054-088000,"Phenolic Tube 7/8""",,FT
055-050200,"HHCS 1/2""-13 X 2.00"" LG B7",,EA
055-050225,"HHCS 1/2""-13 X 2.25"" LG B7",,EA
055-050250,"HHCS 1/2""-13 X 2.50"" LG B7",,EA
055-050275,"HHCS 1/2""-13 X 2.75""LG B7",,EA
055-050300,"HHCS 1/2""-13 X 3.00""LG B7",,EA
055-063225,"HHCS 5/8""-11 X 2.25""LG B7",,EA
055-063250,"HHCS 5/8""-11 X 2.50"" LG B7",,EA
055-063300,"HHCS 5/8""-11 X 3.00"" LG  B7",,EA
055-075250,"HHCS 3/4""-10 X 2.50""LG B7",,EA
055-075275,"HHCS 3/4""-10 X 2.75""LG B-7",,EA
055-075300,"HHCS 3/4""-10 X 3.00""LG  B-7",,EA
055-075325,"BOLT 3/4""-10 X 3.25"" LG B7",,EA
055-088275,"HHCS 7/8""-9 X 2.75""LG B-7",,EA
055-088300,"HHCS 7/8""-9 X 3.00""LG B-7",,EA
055-088325,"HHCS 7/8""-9 X 3.25""LG B-7",,EA
055-088350,"HHCS 7/8""-9 X 3.50""LG B-7",,EA
055-100300,"HHCS 1""-8 X 3.00""LG  B7",,EA
055-100350,"HHCS 1""-8 X 3.50""LG  B7",,EA
055-100375,"HHCS 1""-8 X 3.75 LG ASTM A193-B7",,EA
055-100400,"HHCS 1""-8 X 4.00""LG  B7",,EA
055-113350,"HHCS 1-1/8""-8 X 3.50""LG  B7",,EA
055-113400,"HHCS 1-1/8""-8 4.00""LG B7",,EA
055-113450,"HHCS 1-1/8""-8 X 4.50""LG B7",,EA
056-038200,"HHCS 3/8""-16 x 2.00"" LG GR B16",,EA
056-050000,"HHNUT 1/2""-13 ASTM A194-2H",,EA
056-051000,"LOCK NUT 1/2""-13 ASTM A194-2H",,EA
056-063000,"HHNUT 5/8""-11 ASTM A194-2H",,EA
056-075000,"HHNUT 3/4""-10 ASTM A194-2H",,EA
056-088000,"HHNUT 7/8""-9 ASTM A194-2H",,EA
056-100000,"HHNUT 1""-8 ASTM A194-2H",,EA
056-113000,"HHNUT 1-1/8""-8 ASTM A194-2H",,EA
057-038134,"HHCS 3/8""-16 x 1-3/4"" LG GR B7",,EA
057-038150,"HHCS 3/8""-16 x 1.50"" LG GR B7",,EA
057-038175,"HHCS 3/8""-16 x 1-3/4"" LG GR B7",,EA
057-038200,"HHCS 3/8""-16 x 2.00"" LG GR B7",,EA
057-038225,"HHCS 3/8""-16 x 2.25"" LG GR B7",,EA
057-038250,"HHCS 3/8""-16 x 2.50"" LG GR B7",,EA
057-038275,"HHCS 3/8""-16 x 2.75"" LG GR B7",,EA
057-038300,"HHCS 3/8""-16 x 3.00"" LG GR B7",,EA
057-050250,"HHCS 1/2""-13 X 2.50""LG  B7",,EA
057-075175,"HHCS 3/4""- X 1.75""LG  B7",,EA
057-075250,OBSOLETE SEE REMARKS,,EA
057-075275,OBSOLETE SEE REMARKS,,EA
057-075350,"BOLT  HCS 3/4""-10 X 3.50"" B7",,EA
058-050000,"LOCK WASHER 1/2"" ASME B18.21.1",,EA
058-063000,"LOCK WASHER 5/8"" ASME B18.21.1",,EA
058-075000,"LOCK WASHER 3/4"" ASME B18.21.1",,EA
058-088000,"LOCK WASHER 7/8"" ASME B18.21.1",,EA
058-100000,"LOCK WASHER 1"" ASME B18.21.1",,EA
058-113000,"LOCK WASHER 1-1/8"" ASME B18.2.",,EA
059-050000,"WASHER FLAT 1/2"" ASTM F436",,EA
059-063000,"WASHER FLAT 5/8"" ASTM F436",,EA
059-075000,"WASHER FLAT  3/4"" ASTM F436",,EA
059-088000,"WASHER FLAT 7/8"" ASTM F436",,EA
059-100000,"WASHER FLAT 1"" ASTM F436",,EA
059-113000,"WASHER FLAT 1-1/8"" ASTM F436",,EA
060-001000,"HOSE NEO CORRUGATED 1-1/2""",,FT
060-001110,"HOSE NEO WIREBOUND 3/4""",,FT
060-001111,"HOSE NEO CORRUGATED 1-5/8""",,FT
060-001122,"HOSE NEO WIREBOUND 1""",,FT
060-001133,"HOSE NEO WIREBOUND 1-1/8""",,FT
060-001134,"HOSE NEO SOFTWALL 1-1/8""",,FT
060-002000,"HOSE NEO CORRUGATED 1-3/4""",,FT
060-003000,"HOSE NEO CORRUGATED 1-7/8""",,FT
060-004000,"HOSE NEO CORRUGATED 2""",,FT
060-005000,"HOSE NEO CORRUGATED 2-3/8""",,FT
060-006000,"HOSE NEO CORRUGATED 2-1/2""",,FT
060-007000,"HOSE NEO CORRUGATED 2-3/4""",,FT
060-008000,"HOSE NEO WIREBOUND 1-1/4""",,FT
060-009000,"HOSE NEO CORUGATED 2-7/8""",,FT
060-011000,"HOSE NEO CORRUGATED 3""",,FT
060-012000,"HOSE NEO CORRUGATED 2-1/4"" - NO LONGER AVAILABLE",,FT
060-063000,"HOSE NEO WIREBOUND 5/8""",,FT
060-100000,"HOSE NEO CORRUGATED 4-1/2""",,FT
060-100001,"HOSE NEO CORRUGATED 6""  (252-6004)",,FT
060-100400,"HOSE NEO CORRUGATED 4""",,FT
060-100500,"HOSE NEO CORRUGATED 5""",,FT
061-001000,"HOSE NEO SOFTWALL 1-1/2""",,FT
061-001100,"HOSE NEO SOFTWALL 1""",,FT
061-002000,"HOSE NEO SOFTWALL 1-5/8""",,FT
061-003000,"HOSE NEO SOFTWALL 1-3/4""",,FT
061-004000,"HOSE NEO SOFTWALL 1-7/8""",,FT
061-005000,"HOSE NEO SOFTWALL 2""",,FT
061-006000,"HOSE NEO SOFTWALL 2-1/4""",,FT
061-007000,"HOSE NEO SOFTWALL 2-3/8""",,FT
061-008000,"HOSE NEO SOFTWALL 2-1/2""",,FT
061-009000,"HOSE NEO SOFTWALL 2-3/4""",,FT
061-010000,"HOSE NEO SOFTWALL 2-7/8""",,FT
061-011000,"HOSE NEO SOFTWALL 3""",,FT
061-012000,"HOSE NEO SOFTWALL 3-1/2""",,FT
061-013000,"HOSE NEO SOFTWALL 4""",,FT
061-014000,"HOSE NEO SOFTWALL 4-1/2""",,FT
061-015000,"HOSE NEO SOFTWALL 5""",,FT
061-016000,"HOSE NEO SOFTWALL 5-1/2""",,FT
061-017000,"HOSE NEO SOFTWALL 6""",,FT
061-018000,"HOSE NEO CORRUGATED 8""",,FT
061-018100,"HOSE NEO SOFTWALL 8"" (200-8004)",,FT
061-019000,"HOSE NEO SOFTWALL 10""",,FT
061-020000,"HOSE NEO SOFTWALL 12""",,FT
061-021000,"HOSE NEO SOFTWALL 14""",,FT
062-001000,"HOSE SILICON 1""",,FT
062-002000,"HOSE SILICON 1-1/4""",,FT
062-003000,"HOSE SILICON 1-1/2""",,FT
062-004000,"HOSE SILICON 1-5/8""",,FT
062-005000,"HOSE SILICON 1-7/8""",,FT
062-006000,"HOSE SILICON 2""",,FT
062-007000,"HOSE SILICON 2-3/8""",,FT
062-008000,"HOSE SILICON 2-1/2""",,FT
062-008580,HOSE SILICONE 8-5/8,,FT
062-009000,"HOSE SILICON 3""",,FT
062-010000,"HOSE SILICON 3-1/2""",,FT
062-011000,"HOSE SILICON 4"" (202V4004)",,FT
062-012000,"HOSE SILICON 5"" (202V5004)",,FT
062-013000,"HOSE SILICON 6"" (202V6004)",,FT
062-014000,"HOSE SILICON 8"" (202V8000-36)",,FT
062-015000,"HOSE SILICON 10"" (202V10000-36)",,FT
062-016000,"HOSE SILICON 12"" (202V12000-36)",,FT
062-017000,"HOSE SILICON 14"" ( 202V14000-36)",,FT
062-018000,"HOSE SILICON 16"" (202V16000-36)",,FT
062-018100,OBSOLETE - USE ITEM# 061-018100,,FT
062-018200,"HOSE  SILICONE 18"" (202V18000-36)",,FT
062-019000,"HOSE SILICON 2-3/4""",,FT
062-020000,"HOSE SILICON 2-7/8""",,FT
062-021000,"HOSE SILICON 4-1/2"" (202V4124 12`)",,FT
062-022000,"HOSE SILICON 1-3/4""",,FT
062-023000,"HOSE SILICON 2-1/4""",,FT
062-024000,"HOSE SILICON 7""",,FT
063-001000,"HOSE SILICON DOUBLE HUMP 6""x14""L (274V6000)",,EA
063-002000,"HOSE SILICON DOUBLE HUMP 8""x14""L (274V8000)",,EA
063-003000,"HOSE SILICON DOUBLE HUMP 10""x14""L (274V10000)",,EA
063-004000,"HOSE SILICON DOUBLE HUMP 12""x14""L (274V12000)",,EA
063-005000,"HOSE SILICON DOUBLE HUMP 14"" x 14"" (274V14000)",,EA
063-006000,"HOSE SILICON DOUBLE HUMP 16""x14""L (274V16000)",,EA
063-007000,"HOSE SILICON DOUBLE HUMP 18""X18""L (274V18000)",,EA
063-008000,OBSOLETE. NEW PART# 066-010000,,EA
063-009000,"HOSE SILICON DOUBLE HUMP 20"" X 21-1/2"" L",,EA
063-010000,"2"" 90DEG ELBOW BLUE SILICON (292V2000)",,EA
063-010100,"3"" 90DEG ELBOW BLUE SILICON 292V3000",,EA
063-010110,"3"" 45DEG ELBOW BLUE SILICON 242V3000",,EA
063-011000,"4"" 90DEG ELBOW BLUE SILICON (292V4000)",,EA
063-0110100,"4"" 45DEG ELBOW BLUE SILICON (242V4000)",,EA
063-011100,"5"" 90DEG ELBOW BLUE SILICON  (292V5000)",,EA
063-012000,"5"" 45DEG ELBOW BLUE SILICON  (242V5000)",,EA
063-013000,"6"" 45DEG ELBOW BLUE SILICON  (242V6000)",,EA
063-014000,"6"" 90DEG ELBOW BLUE SILICON  (292V6000)",,EA
064-00088,"HOSE NEO WIREBOUND 7/8""",,FT
064-001000,"HOSE NEO WIREBOUND 1-1/2""",,FT
064-002000,"HOSE NEO WIREBOUND 1-5/8""",,FT
064-003000,"HOSE NEO WIREBOUND 1-3/4""",,FT
064-004000,"HOSE NEO WIREBOUND 1-7/8""",,FT
064-005000,"HOSE NEO WIREBOUND 2""",,FT
064-005100,"HOSE NEO. WIREBOUND 2-1/8""",,FT
064-006000,"HOSE NEO WIREBOUND 2-3/8""",,FT
064-006100,"HOSE NEO WIREBOUND 2-1/4""",,FT
064-007000,"HOSE NEO WIREBOUND 2-1/2""",,FT
064-007100,"HOSE NEO WIREBOUND 2-3/4""",,FT
064-008000,"HOSE NEO WIREBOUND 2-7/8""",,FT
064-009000,"HOSE NEO WIREBOUND 3""",,FT
064-010000,"HOSE NEO WIREBOUND 3-1/2""",,FT
064-010100,"HOSE NEO CORRUGATED 3-1/2""",,FT
064-011000,"HOSE NEO WIREBOUND 4""",,FT
064-013000,"HOSE NEO WIREBOUND 5""",,FT
064-014000,"HOSE NEO WIREBOUND 6""",,FT
065-001000,"HOSE NEO HUMP 6"" X 7""L",,EA
065-002000,"HOSE NEO HUMP 8"" X 12""L",,EA
065-003000,"HOSE NEO HUMP 10"" X 5""L",,EA
065-004000,"HOSE NEO HUMP 12"" X 12""L",,EA
065-005000,"HOSE NEO HUMP 14"" X 12""L",,EA
065-006000,ELBOW 90DEG 10D EPDM (TRL-1090),,EA
